order_id,sku,customer_id,customer_name,qty,priority,create_time,due_time,actual_completion_time,estimated_proc_hours,status,machine_type,family
WO-2025-022216,TLM-027,C009,路特斯,190,P1,2025-04-26 11:00:00,2025-04-30 09:00:00,2025-04-29 23:35:23,1.63,已完工,油压,TLM
WO-2025-022217,LRB-019,C018,李尔,334,P1,2025-07-29 13:00:00,2025-08-03 01:00:00,,0.3,待开工,两板,LRB
WO-2024-022218,TLP-004,C018,李尔,173,P1,2024-02-21 12:00:00,2024-02-24 22:00:00,2024-02-24 16:14:27,1.0,已完工,双色,TLP
WO-2024-022219,TLP-025,C015,马瑞利,88,P0,2024-12-29 13:00:00,2024-12-31 09:00:00,2024-12-30 23:01:40,0.38,已完工,双色,TLP
WO-2024-022220,HND-004,C017,麦格纳,198,P2,2024-04-08 18:00:00,2024-04-13 02:00:00,,2.86,待开工,油压,HND
WO-2026-022221,LFR-002,C015,马瑞利,388,P1,2026-01-20 12:00:00,2026-01-22 20:00:00,2026-01-22 23:20:16,1.45,已完工,两板,LFR
WO-2026-022222,LFR-016,C017,麦格纳,50,P2,2026-01-20 11:00:00,2026-01-26 06:00:00,2026-01-25 22:50:55,0.58,已完工,两板,LFR
WO-2024-022223,LFR-001,C018,李尔,202,P2,2024-09-04 16:00:00,2024-09-12 07:00:00,2024-09-11 23:30:15,0.84,已完工,两板,LFR
WO-2025-022224,DUO-008,C016,安波福,50,P1,2025-07-29 14:00:00,2025-08-03 13:00:00,2025-08-03 18:30:13,0.17,已完工,双色,DUO
WO-2024-022225,LFR-005,C015,马瑞利,639,P1,2024-01-23 17:00:00,2024-01-28 14:00:00,2024-01-28 13:31:30,2.83,已完工,两板,LFR
WO-2024-022226,LRB-009,C018,李尔,585,P2,2024-08-28 12:00:00,2024-09-04 01:00:00,2024-09-04 00:22:47,0.81,已完工,两板,LRB
WO-2024-022227,BUM-022,C012,蔚来汽车,111,P2,2024-11-29 15:00:00,2024-12-08 14:00:00,2024-12-08 04:46:27,0.29,已完工,油压,BUM
WO-2024-022228,DUO-013,C017,麦格纳,169,P1,2024-07-18 18:00:00,2024-07-23 00:00:00,,1.38,待开工,双色,DUO
WO-2025-022229,BUM-003,C014,阿维塔,120,P1,2025-01-02 16:00:00,2025-01-06 08:00:00,2025-01-06 11:30:01,0.21,已完工,油压,BUM
WO-2025-022230,LRB-017,C015,马瑞利,1070,P1,2025-10-28 08:00:00,2025-11-01 18:00:00,,12.69,待开工,两板,LRB
WO-2025-022231,LRB-013,C013,问界,143,P2,2025-05-12 15:00:00,2025-05-22 06:00:00,2025-05-22 10:22:58,1.78,已完工,两板,LRB
WO-2025-022232,LFR-020,C010,极氪,812,P0,2025-12-14 09:00:00,2025-12-15 12:00:00,2025-12-15 17:01:59,1.99,已完工,两板,LFR
WO-2026-022233,WLC-005,C014,阿维塔,67,P2,2026-03-12 12:00:00,2026-03-20 04:00:00,2026-03-19 22:24:04,0.03,已完工,双色,WLC
WO-2026-022234,BUM-006,C010,极氪,72,P1,2026-02-06 18:00:00,2026-02-11 02:00:00,2026-02-11 04:30:48,0.44,已完工,油压,BUM
WO-2024-022235,TLM-009,C019,布雷博,50,P2,2024-05-31 15:00:00,2024-06-05 23:00:00,,0.06,加工中,油压,TLM
WO-2024-022236,VEN-017,C012,蔚来汽车,137,P2,2024-03-28 09:00:00,2024-04-07 00:00:00,2024-04-06 21:31:59,0.44,已完工,全电动,VEN
WO-2024-022237,LFR-005,C009,路特斯,2000,P1,2024-07-03 14:00:00,2024-07-06 11:00:00,2024-07-06 08:26:15,8.15,已完工,两板,LFR
WO-2025-022238,WLC-013,C019,布雷博,120,P2,2025-01-14 15:00:00,2025-01-22 11:00:00,2025-01-22 00:15:22,0.24,已完工,双色,WLC
WO-2026-022239,VEN-001,C003,伟世通,404,P2,2026-01-27 17:00:00,2026-02-02 20:00:00,,0.76,待开工,全电动,VEN
WO-2025-022240,LFR-005,C006,小鹏汽车,104,P1,2025-10-03 15:00:00,2025-10-07 01:00:00,2025-10-07 06:30:30,0.42,已完工,两板,LFR
WO-2025-022241,TLM-007,C020,采埃孚,258,P2,2025-09-30 10:00:00,2025-10-06 09:00:00,2025-10-05 22:44:56,0.94,已完工,油压,TLM
WO-2024-022242,TLP-001,C019,布雷博,111,P1,2024-11-12 14:00:00,2024-11-15 22:00:00,2024-11-15 18:19:45,0.12,已完工,双色,TLP
WO-2024-022243,VEN-001,C007,零跑汽车,143,P1,2024-03-05 14:00:00,2024-03-08 17:00:00,2024-03-08 18:34:44,0.24,已完工,全电动,VEN
WO-2025-022244,DRH-018,C004,佛吉亚,218,P0,2025-02-11 13:00:00,2025-02-13 12:00:00,2025-02-13 11:31:36,1.3,已完工,全电动,DRH
WO-2024-022245,LRB-010,C012,蔚来汽车,161,P1,2024-09-30 12:00:00,2024-10-04 13:00:00,,1.01,加工中,两板,LRB
WO-2024-022246,LFR-015,C003,伟世通,1050,P1,2024-10-02 10:00:00,2024-10-06 04:00:00,2024-10-06 01:25:19,1.71,已完工,两板,LFR
WO-2024-022247,CUP-019,C020,采埃孚,286,P2,2024-02-28 10:00:00,2024-03-04 19:00:00,2024-03-04 17:47:31,1.73,已完工,全电动,CUP
WO-2025-022248,CUP-012,C001,东风彼欧,965,P2,2025-09-29 08:00:00,2025-10-05 01:00:00,2025-10-04 13:13:07,0.73,已完工,全电动,CUP
WO-2024-022249,DRH-027,C019,布雷博,247,P2,2024-04-13 12:00:00,2024-04-23 04:00:00,2024-04-22 21:46:28,0.45,已完工,全电动,DRH
WO-2025-022250,TLP-007,C007,零跑汽车,1142,P2,2025-07-24 13:00:00,2025-07-31 23:00:00,2025-08-01 04:54:34,1.24,已完工,双色,TLP
WO-2025-022251,WLC-016,C007,零跑汽车,56,P2,2025-02-01 16:00:00,2025-02-08 19:00:00,2025-02-08 15:13:15,0.12,已完工,双色,WLC
WO-2025-022252,CUP-008,C001,东风彼欧,137,P2,2025-01-24 15:00:00,2025-01-29 20:00:00,2025-01-29 22:21:30,0.4,已完工,全电动,CUP
WO-2024-022253,CUP-021,C002,本田技研,325,P2,2024-08-31 16:00:00,2024-09-06 03:00:00,,0.41,加工中,全电动,CUP
WO-2026-022254,CUP-006,C015,马瑞利,235,P1,2026-02-07 09:00:00,2026-02-10 18:00:00,2026-02-10 12:28:22,0.56,已完工,全电动,CUP
WO-2024-022255,LFR-020,C007,零跑汽车,192,P0,2024-10-16 12:00:00,2024-10-18 11:00:00,2024-10-18 08:28:23,0.44,已完工,两板,LFR
WO-2024-022256,TLP-010,C020,采埃孚,415,P1,2024-07-22 10:00:00,2024-07-27 02:00:00,,0.94,待开工,双色,TLP
WO-2024-022257,TLP-024,C014,阿维塔,50,P0,2024-06-01 10:00:00,2024-06-03 08:00:00,2024-06-03 12:39:54,0.27,已完工,双色,TLP
WO-2024-022258,HND-002,C002,本田技研,211,P2,2024-10-07 10:00:00,2024-10-17 07:00:00,2024-10-17 11:33:43,0.89,已完工,油压,HND
WO-2026-022259,TLM-002,C003,伟世通,50,P2,2026-03-22 12:00:00,2026-04-01 12:00:00,2026-04-01 05:03:07,0.15,已完工,油压,TLM
WO-2025-022260,TLM-017,C013,问界,81,P1,2025-09-10 17:00:00,2025-09-14 18:00:00,2025-09-14 19:27:25,0.13,已完工,油压,TLM
WO-2025-022261,TLM-001,C002,本田技研,155,P2,2025-06-16 11:00:00,2025-06-22 16:00:00,2025-06-22 18:47:26,0.25,已完工,油压,TLM
WO-2024-022262,TLP-007,C011,理想汽车,100,P2,2024-01-13 12:00:00,2024-01-22 16:00:00,,0.11,已取消,双色,TLP
WO-2024-022263,TLP-016,C012,蔚来汽车,504,P1,2024-08-19 13:00:00,2024-08-23 19:00:00,,0.15,加工中,双色,TLP
WO-2026-022264,WLC-021,C013,问界,467,P1,2026-03-26 14:00:00,2026-03-28 18:00:00,,8.26,待开工,双色,WLC
WO-2025-022265,HND-013,C004,佛吉亚,290,P1,2025-10-02 12:00:00,2025-10-06 16:00:00,2025-10-06 19:41:47,3.26,已完工,油压,HND
WO-2024-022266,HND-015,C011,理想汽车,50,P2,2024-05-01 14:00:00,2024-05-07 17:00:00,2024-05-07 12:28:29,0.02,已完工,油压,HND
WO-2024-022267,LRB-006,C018,李尔,666,P2,2024-03-15 16:00:00,2024-03-24 03:00:00,2024-03-24 02:45:06,0.22,已完工,两板,LRB
WO-2024-022268,BUM-016,C006,小鹏汽车,83,P1,2024-06-07 09:00:00,2024-06-09 22:00:00,2024-06-09 16:45:32,1.5,已完工,油压,BUM
WO-2025-022269,CUP-030,C016,安波福,182,P2,2025-02-24 17:00:00,2025-03-03 00:00:00,2025-03-02 19:45:34,0.12,已完工,全电动,CUP
WO-2026-022270,CUP-019,C015,马瑞利,335,P0,2026-04-04 12:00:00,2026-04-06 03:00:00,2026-04-05 22:42:24,2.13,已完工,全电动,CUP
WO-2024-022271,WLC-016,C005,比亚迪,1100,P2,2024-01-24 09:00:00,2024-01-31 03:00:00,,2.88,加工中,双色,WLC
WO-2025-022272,DRH-023,C013,问界,154,P1,2025-11-23 13:00:00,2025-11-27 14:00:00,2025-11-27 15:52:36,0.13,已完工,全电动,DRH
WO-2024-022273,BUM-016,C007,零跑汽车,332,P2,2024-11-11 08:00:00,2024-11-20 15:00:00,2024-11-20 04:36:43,5.61,已完工,油压,BUM
WO-2024-022274,VEN-028,C017,麦格纳,253,P0,2024-12-12 14:00:00,2024-12-13 10:00:00,,0.14,待开工,全电动,VEN
WO-2026-022275,TLP-016,C011,理想汽车,88,P1,2026-02-23 16:00:00,2026-02-27 06:00:00,,0.03,待开工,双色,TLP
WO-2024-022276,VEN-019,C002,本田技研,93,P2,2024-09-11 13:00:00,2024-09-16 04:00:00,2024-09-15 16:07:47,0.47,已完工,全电动,VEN
WO-2025-022277,DRH-006,C013,问界,151,P1,2025-10-04 16:00:00,2025-10-06 17:00:00,2025-10-06 17:26:53,0.61,已完工,全电动,DRH
WO-2025-022278,BUM-013,C010,极氪,568,P1,2025-02-05 12:00:00,2025-02-10 10:00:00,,1.28,待开工,油压,BUM
WO-2025-022279,BUM-005,C014,阿维塔,127,P2,2025-10-10 10:00:00,2025-10-17 08:00:00,2025-10-16 23:30:56,0.51,已完工,油压,BUM
WO-2026-022280,VEN-006,C012,蔚来汽车,218,P2,2026-02-10 15:00:00,2026-02-20 00:00:00,,0.7,待开工,全电动,VEN
WO-2024-022281,TLM-012,C012,蔚来汽车,88,P2,2024-08-31 11:00:00,2024-09-07 14:00:00,2024-09-07 14:29:45,0.64,已完工,油压,TLM
WO-2026-022282,HND-021,C015,马瑞利,83,P2,2026-01-10 13:00:00,2026-01-17 16:00:00,2026-01-17 17:24:27,1.33,已完工,油压,HND
WO-2024-022283,VEN-028,C007,零跑汽车,876,P2,2024-07-23 09:00:00,2024-07-27 19:00:00,2024-07-27 08:06:32,0.46,已完工,全电动,VEN
WO-2025-022284,LRB-018,C007,零跑汽车,167,P1,2025-10-14 13:00:00,2025-10-17 02:00:00,2025-10-17 07:15:24,0.72,已完工,两板,LRB
WO-2024-022285,WLC-005,C010,极氪,216,P2,2024-02-07 11:00:00,2024-02-15 04:00:00,2024-02-15 04:27:14,0.09,已完工,双色,WLC
WO-2025-022286,WLC-007,C019,布雷博,180,P1,2025-09-02 18:00:00,2025-09-05 00:00:00,,1.3,加工中,双色,WLC
WO-2024-022287,HND-002,C015,马瑞利,362,P1,2024-09-14 10:00:00,2024-09-17 03:00:00,2024-09-17 02:57:34,1.56,已完工,油压,HND
WO-2026-022288,TLM-028,C017,麦格纳,62,P2,2026-03-21 10:00:00,2026-03-29 17:00:00,2026-03-29 08:20:31,0.11,已完工,油压,TLM
WO-2024-022289,DUO-025,C011,理想汽车,990,P2,2024-03-25 17:00:00,2024-04-01 22:00:00,2024-04-01 19:25:37,8.99,已完工,双色,DUO
WO-2024-022290,DRH-011,C012,蔚来汽车,1313,P2,2024-06-28 18:00:00,2024-07-05 17:00:00,2024-07-05 16:55:37,1.74,已完工,全电动,DRH
WO-2024-022291,DUO-002,C004,佛吉亚,50,P1,2024-06-06 13:00:00,2024-06-10 07:00:00,2024-06-10 06:59:40,0.24,已完工,双色,DUO
WO-2025-022292,CUP-005,C007,零跑汽车,263,P2,2025-09-26 17:00:00,2025-10-03 06:00:00,2025-10-03 00:30:16,0.09,已完工,全电动,CUP
WO-2024-022293,BUM-021,C015,马瑞利,209,P2,2024-07-10 10:00:00,2024-07-19 10:00:00,,3.96,待开工,油压,BUM
WO-2025-022294,BUM-011,C014,阿维塔,236,P1,2025-10-25 13:00:00,2025-10-29 07:00:00,2025-10-29 00:07:53,0.33,已完工,油压,BUM
WO-2024-022295,LRB-001,C016,安波福,418,P2,2024-06-06 11:00:00,2024-06-12 22:00:00,2024-06-12 19:13:32,2.92,已完工,两板,LRB
WO-2024-022296,CUP-020,C006,小鹏汽车,422,P1,2024-11-30 15:00:00,2024-12-02 16:00:00,2024-12-02 15:12:51,0.86,已完工,全电动,CUP
WO-2025-022297,BUM-022,C013,问界,50,P1,2025-03-03 14:00:00,2025-03-08 10:00:00,2025-03-08 11:15:16,0.13,已完工,油压,BUM
WO-2025-022298,WLC-016,C014,阿维塔,281,P1,2025-11-10 08:00:00,2025-11-14 19:00:00,,0.72,加工中,双色,WLC
WO-2024-022299,WLC-019,C013,问界,821,P0,2024-10-05 15:00:00,2024-10-06 14:00:00,,3.27,加工中,双色,WLC
WO-2025-022300,BUM-012,C017,麦格纳,448,P2,2025-12-27 13:00:00,2026-01-03 01:00:00,2026-01-03 00:26:02,0.99,已完工,油压,BUM
WO-2025-022301,BUM-004,C019,布雷博,50,P0,2025-05-08 10:00:00,2025-05-09 09:00:00,2025-05-09 09:09:02,0.09,已完工,油压,BUM
WO-2025-022302,TLP-001,C016,安波福,1002,P1,2025-05-23 13:00:00,2025-05-28 11:00:00,2025-05-28 13:30:38,1.05,已完工,双色,TLP
WO-2026-022303,LRB-022,C017,麦格纳,226,P1,2026-01-21 16:00:00,2026-01-24 14:00:00,2026-01-24 18:02:42,0.47,已完工,两板,LRB
WO-2024-022304,DRH-017,C009,路特斯,156,P1,2024-10-11 11:00:00,2024-10-14 15:00:00,2024-10-14 13:20:47,1.37,已完工,全电动,DRH
WO-2026-022305,VEN-010,C009,路特斯,356,P1,2026-01-20 13:00:00,2026-01-23 21:00:00,,2.38,待开工,全电动,VEN
WO-2025-022306,DUO-004,C019,布雷博,204,P2,2025-03-22 11:00:00,2025-03-30 11:00:00,2025-03-30 09:22:43,0.6,已完工,双色,DUO
WO-2025-022307,DRH-023,C008,岚图汽车,136,P2,2025-05-21 18:00:00,2025-05-29 21:00:00,,0.12,加工中,全电动,DRH
WO-2025-022308,LRB-021,C019,布雷博,221,P1,2025-08-08 15:00:00,2025-08-12 02:00:00,2025-08-11 19:48:07,1.37,已完工,两板,LRB
WO-2025-022309,DRH-004,C002,本田技研,159,P2,2025-06-07 18:00:00,2025-06-14 09:00:00,2025-06-14 12:06:55,0.13,已完工,全电动,DRH
WO-2026-022310,DUO-021,C015,马瑞利,462,P2,2026-02-19 12:00:00,2026-02-25 19:00:00,2026-02-25 15:18:04,0.7,已完工,双色,DUO
WO-2025-022311,TLM-013,C008,岚图汽车,219,P2,2025-10-01 12:00:00,2025-10-06 07:00:00,2025-10-06 09:07:42,1.97,已完工,油压,TLM
WO-2025-022312,CUP-011,C002,本田技研,87,P2,2025-07-26 16:00:00,2025-08-05 16:00:00,2025-08-05 21:40:40,0.17,已完工,全电动,CUP
WO-2025-022313,DRH-015,C015,马瑞利,211,P0,2025-05-21 15:00:00,2025-05-22 17:00:00,2025-05-22 10:43:44,0.72,已完工,全电动,DRH
WO-2025-022314,HND-001,C009,路特斯,69,P2,2025-01-19 08:00:00,2025-01-26 01:00:00,2025-01-26 06:40:54,0.16,已完工,油压,HND
WO-2024-022315,CUP-010,C014,阿维塔,211,P2,2024-03-16 15:00:00,2024-03-24 22:00:00,,1.58,加工中,全电动,CUP
WO-2024-022316,LRB-005,C020,采埃孚,1274,P1,2024-09-02 10:00:00,2024-09-07 02:00:00,,16.24,加工中,两板,LRB
WO-2025-022317,TLP-018,C009,路特斯,231,P1,2025-09-09 12:00:00,2025-09-12 12:00:00,,1.7,待开工,双色,TLP
WO-2025-022318,WLC-003,C016,安波福,225,P2,2025-10-29 11:00:00,2025-11-07 06:00:00,2025-11-07 08:13:21,0.93,已完工,双色,WLC
WO-2024-022319,DUO-021,C017,麦格纳,194,P1,2024-10-04 10:00:00,2024-10-08 07:00:00,2024-10-08 06:19:55,0.32,已完工,双色,DUO
WO-2025-022320,LRB-009,C010,极氪,123,P0,2025-06-20 17:00:00,2025-06-22 00:00:00,2025-06-21 17:32:05,0.17,已完工,两板,LRB
WO-2025-022321,DRH-002,C005,比亚迪,363,P2,2025-08-20 15:00:00,2025-08-29 18:00:00,2025-08-29 12:25:11,0.35,已完工,全电动,DRH
WO-2024-022322,DUO-011,C013,问界,458,P0,2024-11-10 15:00:00,2024-11-11 20:00:00,2024-11-11 17:39:47,7.74,已完工,双色,DUO
WO-2025-022323,DRH-006,C012,蔚来汽车,305,P2,2025-01-27 11:00:00,2025-02-02 01:00:00,2025-02-02 05:07:11,1.27,已完工,全电动,DRH
WO-2024-022324,BUM-017,C019,布雷博,126,P2,2024-07-23 14:00:00,2024-08-01 07:00:00,2024-08-01 02:47:33,0.13,已完工,油压,BUM
WO-2024-022325,DUO-011,C019,布雷博,309,P2,2024-02-13 10:00:00,2024-02-21 22:00:00,,5.22,待开工,双色,DUO
WO-2025-022326,LFR-011,C007,零跑汽车,276,P0,2025-07-02 16:00:00,2025-07-03 15:00:00,2025-07-03 19:22:57,0.57,已完工,两板,LFR
WO-2024-022327,LFR-006,C012,蔚来汽车,632,P2,2024-12-12 16:00:00,2024-12-18 05:00:00,2024-12-17 20:53:39,0.55,已完工,两板,LFR
WO-2026-022328,BUM-001,C016,安波福,105,P2,2026-01-19 17:00:00,2026-01-25 09:00:00,,0.15,待开工,油压,BUM
WO-2024-022329,LFR-014,C013,问界,79,P2,2024-08-15 08:00:00,2024-08-25 06:00:00,2024-08-25 10:00:31,0.18,已完工,两板,LFR
WO-2025-022330,TLM-011,C011,理想汽车,484,P2,2025-06-02 18:00:00,2025-06-11 06:00:00,2025-06-11 03:13:36,1.6,已完工,油压,TLM
WO-2024-022331,BUM-004,C004,佛吉亚,156,P1,2024-08-18 18:00:00,2024-08-21 09:00:00,2024-08-21 10:41:18,0.29,已完工,油压,BUM
WO-2024-022332,LFR-005,C015,马瑞利,77,P0,2024-03-22 09:00:00,2024-03-23 19:00:00,2024-03-23 22:12:45,0.35,已完工,两板,LFR
WO-2025-022333,BUM-018,C007,零跑汽车,303,P1,2025-08-11 12:00:00,2025-08-15 16:00:00,,0.98,已取消,油压,BUM
WO-2025-022334,TLP-023,C004,佛吉亚,315,P1,2025-11-08 16:00:00,2025-11-11 00:00:00,2025-11-10 21:37:12,1.09,已完工,双色,TLP
WO-2026-022335,LFR-014,C018,李尔,238,P0,2026-01-26 17:00:00,2026-01-28 06:00:00,2026-01-27 18:56:11,0.52,已完工,两板,LFR
WO-2024-022336,DUO-006,C019,布雷博,137,P1,2024-04-28 14:00:00,2024-05-02 20:00:00,2024-05-02 12:28:39,0.45,已完工,双色,DUO
WO-2024-022337,DRH-028,C002,本田技研,290,P1,2024-08-05 08:00:00,2024-08-08 02:00:00,2024-08-07 20:08:25,1.34,已完工,全电动,DRH
WO-2025-022338,DRH-022,C001,东风彼欧,127,P2,2025-08-03 14:00:00,2025-08-10 08:00:00,,0.86,已取消,全电动,DRH
WO-2025-022339,TLM-022,C002,本田技研,1793,P2,2025-12-04 10:00:00,2025-12-11 05:00:00,,29.8,待开工,油压,TLM
WO-2025-022340,WLC-003,C015,马瑞利,286,P2,2025-07-09 16:00:00,2025-07-19 06:00:00,2025-07-18 22:24:24,1.06,已完工,双色,WLC
WO-2024-022341,HND-020,C018,李尔,506,P1,2024-02-24 08:00:00,2024-02-27 11:00:00,2024-02-27 02:15:43,4.95,已完工,油压,HND
WO-2025-022342,LFR-015,C004,佛吉亚,299,P1,2025-02-12 12:00:00,2025-02-16 23:00:00,,0.54,待开工,两板,LFR
WO-2025-022343,LFR-007,C006,小鹏汽车,468,P2,2025-09-25 18:00:00,2025-10-03 15:00:00,,0.4,待开工,两板,LFR
WO-2025-022344,DRH-005,C001,东风彼欧,103,P2,2025-04-03 12:00:00,2025-04-09 07:00:00,,0.42,待开工,全电动,DRH
WO-2025-022345,LFR-018,C004,佛吉亚,501,P2,2025-09-14 08:00:00,2025-09-19 01:00:00,2025-09-19 04:18:33,1.58,已完工,两板,LFR
WO-2024-022346,HND-002,C017,麦格纳,162,P2,2024-09-24 10:00:00,2024-10-04 09:00:00,,0.65,待开工,油压,HND
WO-2026-022347,CUP-004,C012,蔚来汽车,530,P2,2026-04-15 18:00:00,2026-04-24 22:00:00,2026-04-24 22:24:41,0.71,已完工,全电动,CUP
WO-2025-022348,BUM-019,C011,理想汽车,133,P1,2025-04-30 11:00:00,2025-05-04 07:00:00,2025-05-04 04:03:33,0.57,已完工,油压,BUM
WO-2025-022349,VEN-014,C019,布雷博,116,P2,2025-08-30 12:00:00,2025-09-04 06:00:00,2025-09-04 07:36:31,0.15,已完工,全电动,VEN
WO-2024-022350,TLM-003,C009,路特斯,106,P2,2024-04-26 14:00:00,2024-05-02 16:00:00,,0.47,待开工,油压,TLM
WO-2025-022351,WLC-014,C007,零跑汽车,111,P1,2025-10-21 10:00:00,2025-10-25 14:00:00,2025-10-25 17:46:24,0.41,已完工,双色,WLC
WO-2026-022352,DRH-004,C019,布雷博,170,P2,2026-02-17 11:00:00,2026-02-22 20:00:00,2026-02-22 22:08:10,0.13,已完工,全电动,DRH
WO-2025-022353,CUP-030,C019,布雷博,50,P1,2025-01-27 16:00:00,2025-01-31 10:00:00,2025-01-31 06:01:20,0.03,已完工,全电动,CUP
WO-2025-022354,DRH-014,C005,比亚迪,50,P2,2025-12-01 16:00:00,2025-12-07 13:00:00,2025-12-07 01:52:19,0.17,已完工,全电动,DRH
WO-2026-022355,LFR-004,C007,零跑汽车,274,P2,2026-02-26 10:00:00,2026-03-04 05:00:00,2026-03-03 20:43:12,0.68,已完工,两板,LFR
WO-2024-022356,HND-022,C012,蔚来汽车,67,P2,2024-09-27 18:00:00,2024-10-05 13:00:00,2024-10-05 03:03:14,0.18,已完工,油压,HND
WO-2025-022357,VEN-027,C019,布雷博,243,P2,2025-03-12 12:00:00,2025-03-16 15:00:00,2025-03-16 18:18:59,2.15,已完工,全电动,VEN
WO-2024-022358,DRH-016,C007,零跑汽车,273,P0,2024-06-26 08:00:00,2024-06-27 22:00:00,,0.19,待开工,全电动,DRH
WO-2024-022359,HND-003,C020,采埃孚,488,P1,2024-02-21 15:00:00,2024-02-26 14:00:00,2024-02-26 02:45:41,0.51,已完工,油压,HND
WO-2024-022360,HND-024,C004,佛吉亚,312,P2,2024-11-20 17:00:00,2024-11-26 10:00:00,2024-11-26 13:28:43,0.97,已完工,油压,HND
WO-2025-022361,CUP-029,C005,比亚迪,310,P0,2025-08-03 13:00:00,2025-08-04 16:00:00,2025-08-04 04:31:06,1.59,已完工,全电动,CUP
WO-2024-022362,CUP-030,C016,安波福,338,P1,2024-08-05 12:00:00,2024-08-10 05:00:00,2024-08-10 02:33:51,0.23,已完工,全电动,CUP
WO-2024-022363,TLP-006,C018,李尔,134,P2,2024-07-25 11:00:00,2024-08-03 01:00:00,2024-08-03 04:25:30,0.3,已完工,双色,TLP
WO-2025-022364,DRH-014,C014,阿维塔,50,P1,2025-10-24 18:00:00,2025-10-29 02:00:00,2025-10-28 21:08:41,0.18,已完工,全电动,DRH
WO-2026-022365,CUP-020,C008,岚图汽车,810,P0,2026-03-01 14:00:00,2026-03-03 04:00:00,,1.64,加工中,全电动,CUP
WO-2025-022366,LRB-014,C011,理想汽车,85,P0,2025-10-18 09:00:00,2025-10-19 07:00:00,2025-10-18 23:01:54,0.27,已完工,两板,LRB
WO-2025-022367,DUO-013,C008,岚图汽车,154,P2,2025-08-07 16:00:00,2025-08-15 06:00:00,2025-08-15 10:32:30,1.39,已完工,双色,DUO
WO-2024-022368,WLC-006,C002,本田技研,123,P0,2024-02-23 09:00:00,2024-02-24 11:00:00,2024-02-24 06:04:50,0.92,已完工,双色,WLC
WO-2025-022369,WLC-001,C003,伟世通,233,P2,2025-11-08 15:00:00,2025-11-13 09:00:00,2025-11-13 02:02:48,1.55,已完工,双色,WLC
WO-2025-022370,VEN-003,C012,蔚来汽车,363,P1,2025-03-31 17:00:00,2025-04-03 01:00:00,,2.64,加工中,全电动,VEN
WO-2026-022371,LFR-012,C001,东风彼欧,172,P1,2026-03-17 16:00:00,2026-03-22 15:00:00,2026-03-22 12:27:07,1.28,已完工,两板,LFR
WO-2024-022372,WLC-012,C006,小鹏汽车,50,P2,2024-07-10 12:00:00,2024-07-15 16:00:00,2024-07-15 11:26:12,0.34,已完工,双色,WLC
WO-2024-022373,VEN-020,C014,阿维塔,138,P2,2024-01-29 15:00:00,2024-02-04 09:00:00,,0.35,加工中,全电动,VEN
WO-2024-022374,DUO-023,C013,问界,532,P0,2024-11-25 11:00:00,2024-11-26 17:00:00,2024-11-26 09:15:30,8.88,已完工,双色,DUO
WO-2025-022375,LFR-016,C007,零跑汽车,327,P2,2025-10-16 08:00:00,2025-10-25 11:00:00,2025-10-25 11:03:30,3.54,已完工,两板,LFR
WO-2024-022376,VEN-008,C007,零跑汽车,585,P0,2024-10-11 10:00:00,2024-10-12 07:00:00,,4.87,加工中,全电动,VEN
WO-2024-022377,LFR-004,C014,阿维塔,50,P0,2024-05-11 12:00:00,2024-05-12 20:00:00,2024-05-12 20:45:16,0.15,已完工,两板,LFR
WO-2025-022378,CUP-004,C015,马瑞利,90,P2,2025-01-22 18:00:00,2025-02-01 07:00:00,2025-02-01 03:35:05,0.12,已完工,全电动,CUP
WO-2025-022379,LFR-008,C005,比亚迪,158,P2,2025-07-06 16:00:00,2025-07-15 08:00:00,2025-07-15 08:01:38,0.04,已完工,两板,LFR
WO-2024-022380,BUM-011,C006,小鹏汽车,1201,P2,2024-04-03 15:00:00,2024-04-10 04:00:00,2024-04-10 05:37:13,1.68,已完工,油压,BUM
WO-2026-022381,WLC-005,C005,比亚迪,195,P0,2026-04-20 13:00:00,2026-04-21 17:00:00,2026-04-21 19:05:06,0.09,已完工,双色,WLC
WO-2025-022382,TLP-015,C007,零跑汽车,51,P0,2025-02-16 15:00:00,2025-02-18 13:00:00,2025-02-18 17:53:42,0.14,已完工,双色,TLP
WO-2026-022383,DRH-028,C010,极氪,50,P1,2026-01-10 16:00:00,2026-01-14 16:00:00,2026-01-14 21:06:43,0.23,已完工,全电动,DRH
WO-2026-022384,BUM-004,C010,极氪,1234,P2,2026-02-10 13:00:00,2026-02-19 16:00:00,2026-02-19 18:40:48,2.02,已完工,油压,BUM
WO-2025-022385,CUP-001,C013,问界,167,P2,2025-09-10 11:00:00,2025-09-18 16:00:00,2025-09-18 09:21:26,0.58,已完工,全电动,CUP
WO-2024-022386,HND-013,C005,比亚迪,50,P2,2024-03-29 14:00:00,2024-04-06 10:00:00,2024-04-06 01:48:03,0.63,已完工,油压,HND
WO-2024-022387,BUM-017,C014,阿维塔,828,P2,2024-02-13 14:00:00,2024-02-17 18:00:00,2024-02-17 06:31:22,0.86,已完工,油压,BUM
WO-2024-022388,CUP-022,C012,蔚来汽车,1500,P1,2024-11-23 12:00:00,2024-11-26 03:00:00,2024-11-25 16:17:18,1.7,已完工,全电动,CUP
